Nazwa kategorii,Ilość bezpośrednich artykułów,Ilość bezpośrednich subkategorii,Ilość subkategorii ,Ilość artykułów,Liczba wersji językowych,Liczba wyświetleń strony kategorii w dniach (01-01-2019 do 01-08-2019),Liczba wyświetleń artykułów 11.08.2019Suma punktów
40._stoljeće_pr._Kr.,2,0,0,2,15,45,0,64
41._stoljeće_pr._Kr.,2,0,0,2,0,28,0,32
42._stoljeće_pr._Kr.,2,0,0,2,0,39,0,43
43._stoljeće_pr._Kr.,2,0,0,2,1,33,0,38
44._stoljeće_pr._Kr.,2,0,0,2,1,36,0,41
45._stoljeće_pr._Kr.,2,0,0,2,1,36,1,42
Prvenstvo_Zagrebačkog_nogometnog_podsaveza,19,0,0,19,2,47,0,87
Thunderbirds,6,0,0,6,0,38,0,50
46._stoljeće_pr._Kr.,2,0,0,2,1,30,0,35
47._stoljeće_pr._Kr.,2,0,0,2,0,28,0,32
48._stoljeće_pr._Kr.,2,0,0,2,0,37,0,41
49._stoljeće_pr._Kr.,2,0,0,2,0,25,0,29
Ortalis,13,0,0,13,0,26,0,52
50._stoljeće_pr._Kr.,2,0,0,2,0,32,0,36
6._tisućljeće_pr._Kr.,11,0,0,11,26,48,0,96
7._tisućljeće_pr._Kr.,11,0,0,11,24,46,0,92
8._tisućljeće_pr._Kr.,11,0,0,11,18,55,0,95
9._tisućljeće_pr._Kr.,11,0,0,11,17,61,0,100
10._tisućljeće_pr._Kr.,11,0,0,11,17,143,0,182
11._tisućljeće_pr._Kr.,10,0,0,10,7,127,0,154
12._tisućljeće_pr._Kr.,10,0,0,10,5,127,1,153
Godine_9._stoljeća_pr._Kr.,100,0,0,100,13,65,1,279
13._tisućljeće_pr._Kr.,1,0,0,1,2,132,0,136
14._tisućljeće_pr._Kr.,1,0,0,1,2,130,0,134
15._tisućljeće_pr._Kr.,1,0,0,1,2,152,0,156
16._tisućljeće_pr._Kr.,1,0,0,1,0,104,0,106
17._tisućljeće_pr._Kr.,1,0,0,1,0,105,0,107
18._tisućljeće_pr._Kr.,1,0,0,1,0,112,0,114
19._tisućljeće_pr._Kr.,1,0,0,1,0,106,0,108
20._tisućljeće_pr._Kr.,1,0,0,1,0,28,0,30
Hrvatski_dokumentarni_filmovi_o_Domovinskom_ratu,51,0,0,51,0,1372,1,1475
Crax,8,0,0,8,0,32,0,48
Indijanska_sela,_Nootka,2,0,0,2,0,20,0,24
Mitu,5,0,0,5,0,31,0,41
Pauxi,3,0,0,3,0,45,0,51
Zračne_luke_u_Antigvi_i_Barbudi,2,0,0,2,18,55,0,77
Kokošine,17,0,0,17,32,52,1,119
Zračne_luke_u_Bahreinu,2,0,0,2,24,43,0,71
Pokrštavanje,6,0,0,6,13,48,1,74
Izbori_ljepote,6,0,0,6,67,119,1,199
Zračne_luke_u_Trinidadu_i_Tobagu,2,0,0,2,14,32,0,50
Videoigre_iz_2001.,1,0,0,1,54,69,0,125
Rukomet_na_Mediteranskim_igrama,13,0,0,13,9,44,1,80
Indijanska_sela,_Surinam,1,0,0,1,0,31,0,33
Indijanska_sela,_Tiriyo,1,0,0,1,0,20,0,22
Fotoaparati,15,0,0,15,46,91,1,168
Jezera_u_Norveškoj,9,0,0,9,42,222,1,283
Stolisnik,4,0,0,4,0,46,4,58
Hoteli_u_Puli,3,0,0,3,1,58,0,65
Prvenstvo_Zagrebačkog_nogometnog_podsaveza_(nakon_1945.),1,0,0,1,0,50,0,52
Promet_Vatikana,3,0,0,3,15,47,5,73
Gradovi_u_Kanadi,_Manitoba,1,0,0,1,28,67,0,97
Zračne_luke_u_Salomonskim_Otocima,23,0,0,23,22,39,0,107
Iranske_zrakoplovne_baze,14,0,0,14,5,44,0,77
Rijeke_u_Gambiji,1,0,0,1,36,49,0,87
Rijeke_u_Senegalu,1,0,0,1,45,70,0,117
Hidroelektrane_u_Bosni_i_Hercegovini,5,0,0,5,7,77,1,95
Bezljušturaši,2,0,0,2,10,41,0,55
Koponošci,1,0,0,1,14,52,0,68
Jednoljušturaši,8,0,0,8,17,41,0,74
Mnogoljušturaši,1,0,0,1,20,69,0,91
Akantocefale,33,0,0,33,26,75,1,168
Flabellinidae,6,0,0,6,0,32,0,44
Jezici_koji_su_izgubili_status_(Tanzanija),1,0,0,1,0,31,0,33
Rezervati_biosfere_u_Kini,5,0,0,5,15,22,0,47
Albumi_Wiz_Khalife,10,0,0,10,8,41,1,70
U_izradi,_Hrvatski_branitelji,3,0,0,3,0,56,1,63
Skladbe_Wiz_Khalife,11,0,0,11,11,49,1,83
Magnolija,4,0,0,4,0,37,3,48
Tina_Turner,16,0,0,16,14,75,1,122
Dvorci_u_Baden-Württembergu,5,0,0,5,8,343,1,362
Austro-ugarske_podmornice,4,0,0,4,12,65,0,85
Čatino_jezici,3,0,0,3,0,25,0,31
Kadžarski_vladari,8,0,0,8,13,92,1,122
Činučki_jezici,1,0,0,1,0,25,0,27
Irokeški_jezici,1,0,0,1,0,21,0,23
Kreolski_jezici_temeljeni_na_španjolskom_jeziku,1,0,0,1,11,43,1,57
Monski_jezici,1,0,0,1,0,19,0,21
Mambila_jezici,1,0,0,1,0,27,0,29
Centralnovanuatski_jezici,2,0,0,2,0,25,0,29
Kreolski_jezici_temeljeni_na_malajskom_jeziku,1,0,0,1,0,21,0,23
Mali_planeti,4,0,0,4,0,56,0,64
Kraljice_Tenochtitlána,7,0,0,7,2,42,0,58
Istarska_kuhinja,10,0,0,10,1,263,2,286
Melodije_Mostara,24,0,0,24,0,39,1,88
Cuicatec_jezici,2,0,0,2,1,20,0,25
Grčki_košarkaški_treneri,1,0,0,1,18,70,0,90
Slovenski_biskupi,2,0,0,2,11,57,0,72
Princeze_i_prinčevi_Tenochtitlána,6,0,0,6,1,38,0,51
Galicijske_kraljice,4,0,0,4,5,36,1,50
Rijeke_na_Madagaskaru,1,0,0,1,21,79,0,102
Aragonske_kraljice,9,0,0,9,24,92,1,135
Leonske_infante,7,0,0,7,4,53,1,72
U_izradi,_šah,27,0,0,27,35,86,2,177
Vjetroelektrane_u_Hrvatskoj,21,0,0,21,2,232,1,277
Jezera_u_Bjelorusiji,5,0,0,5,36,88,0,134
Okruzi_Litve,11,0,0,11,56,64,0,142
Majanski_vladari,7,0,0,7,9,56,0,79
Litavski_nogometni_klubovi,11,0,0,11,48,139,0,209
Albumi_sastava_Genesis,25,0,0,25,19,52,1,122
Japanske_prefekture,47,0,0,47,80,179,1,354
Slovenski_kardinali,1,0,0,1,13,45,0,60
Slovenski_nadbiskupi,4,0,0,4,6,39,0,53
Šah_u_Engleskoj,7,0,0,7,11,19,0,44
Šahisti_iz_Ujedinjenog_Kraljevstva,5,0,0,5,39,89,0,138
Šah_u_Izraelu,3,0,0,3,13,9,0,28
Kršćanske_pjesme,7,0,0,7,18,184,1,217
Likovne_nagrade,2,0,0,2,26,112,0,142
Kršćanstvo_u_Crnoj_Gori,3,0,0,3,0,35,0,41
Tangut-Qiang_narodi,1,0,0,1,0,30,0,32
Rijeke_u_Čileu,7,0,0,7,58,320,0,392
Rumunjski_tenisači,5,0,0,5,42,469,1,522
Svjetska_baština_u_Južnoafričkoj_Republici,10,0,0,10,45,86,1,152
Albumi_Radojke_Šverko,3,0,0,3,0,33,0,39
Čileanske_regije,16,0,0,16,57,90,0,179
Kulinski_jezici,1,0,0,1,0,25,0,27
Pivovare_u_Hrvatskoj,5,0,0,5,8,250,1,269
Čorotega_jezici,1,0,0,1,0,32,0,34
Kozlačevke,20,0,0,20,61,88,1,190
Građevine_u_Meksiku,15,0,0,15,46,103,0,179
FINA_kup,6,0,0,6,0,23,0,35
Šport_u_Nikaragvi,5,0,0,5,34,54,0,98
Geotermalne_elektrane,7,0,0,7,17,68,2,101
Nacionalni_parkovi_Novog_Zelanda,6,0,0,6,35,167,0,214
Planine_na_Novom_Zelandu,5,0,0,5,48,168,0,226
Svjetska_baština_na_Novom_Zelandu,12,0,0,12,35,72,1,132
Inland_Gulf_jezici,1,0,0,1,0,23,0,25
Hrvatski_organizirani_otpor_jugoslavenskomu_komunističkom_režimu_u_domovini,7,0,0,7,0,73,1,88
Brzopotezni_šah,4,0,0,4,0,36,1,45
Pelin,5,0,0,5,0,49,8,67
Hetitski_kraljevi,9,0,0,9,31,74,0,123
Osmanski_povjesničari,1,0,0,1,11,0,0,13
Yuulngu_jezici,2,0,0,2,1,25,0,30
Singlovi_iz_2012.,14,0,0,14,48,69,1,146
Novozelandske_regije,10,0,0,10,37,69,1,127
Promet_Azerbajdžana,6,0,0,6,47,78,0,137
Parametri_krvne_slike,6,0,0,6,34,241,2,289
Hrvatske_kazališne_kuće_i_trupe_iz_Bosne_i_Hercegovine,6,0,0,6,0,37,2,51
Graditelji_violina,2,0,0,2,0,65,0,69
Pokrajine_Madagaskara,5,0,0,5,30,58,1,99
Natjecanja_u_stolnom_tenisu,6,0,0,6,0,79,0,91
Katedrale_u_Nikaragvi,2,0,0,2,8,32,0,44
Nacionalni_parkovi_Kostarike,5,0,0,5,31,86,0,127
Zračne_luke_u_Švicarskoj,4,0,0,4,46,99,2,155
Provincije_Kostarike,8,0,0,8,41,59,0,116
3._HNL_-_Sjever_po_sezonama,2,0,0,2,0,31,0,35
Paropsieae,12,0,0,12,0,54,0,78
Turneroideae,14,0,0,14,0,53,1,82
Atlantski_kreolski_jezici_temeljeni_na_engleskom,1,0,0,1,0,22,0,24
Nacionalni_parkovi_u_Argentini,5,0,0,5,40,146,0,196
Katoličke_crkve_u_Srbiji,18,0,0,18,9,146,1,192
Nacionalni_parkovi_Brazila,6,0,0,6,42,171,0,225
Dagestanski_jezici,3,0,0,3,0,34,0,40
Istočnokavkaski_jezici,1,0,0,1,0,19,0,21
Družba_sestara_Služavki_Malog_Isusa,7,0,0,7,0,52,0,66
Lummi,1,0,0,1,0,27,0,29
Prvenstvo_Jugoslavije_u_odbojci_za_žene,1,0,0,1,0,31,0,33
Hrvatski_odbojkaški_kup_za_muškarce,1,0,0,1,1,35,0,38
Cercidoideae,3,0,0,3,0,26,0,32
Indijanska_sela,_Secotan,1,0,0,1,0,22,0,24
Tetivikovke,2,0,0,2,0,29,1,34
Timucua,1,0,0,1,0,26,0,28
Njemačka_vojska_u_Prvom_svjetskom_ratu,29,0,0,29,14,143,0,215
Albumi_iz_2012.,60,0,0,60,62,74,4,260
Indijanska_sela,_Halyikwamai,3,0,0,3,0,22,0,28
Francuski_filmovi_2010-ih,7,0,0,7,0,156,1,171
Islandski_rukometaši,32,0,0,32,23,95,0,182
Gradovi_u_Kanadi,_Nova_Škotska,1,0,0,1,23,51,2,78
Indijanska_sela,_Kaiyukhotana,2,0,0,2,0,25,0,29
Indijanska_sela,_Wahkiakum,1,0,0,1,0,19,0,21
Isusovačke_misije,3,0,0,3,6,33,0,45
Indijanska_sela,_Ohlone,5,0,0,5,0,28,0,38
Indijanska_sela,_Tepehuane,1,0,0,1,0,24,0,26
Indijanci,_Manitoba,1,0,0,1,0,32,0,34
Oji-Cree,1,0,0,1,0,24,0,26
Vulkani_u_Iranu,8,0,0,8,25,49,1,91
Indijanska_sela,_Massachuset,1,0,0,1,0,29,0,31
Indijanska_sela,_Južna_Karolina,1,0,0,1,0,28,0,30
Indijanska_sela,_Yamasee,1,0,0,1,0,33,0,35
Slike_iz_1870-ih,5,0,0,5,15,48,0,73
Indijanska_sela,_Tarahumara,1,0,0,1,0,25,0,27
Indijanska_sela,_Chumash,1,0,0,1,0,31,0,33
Popisom_određena_mjesta_u_Novom_Meksiku,99,0,0,99,14,58,1,271
Indijanska_sela,_Wappo,1,0,0,1,0,23,0,25
Indijanska_sela,_Mattabesec,1,0,0,1,0,22,0,24
Indijanska_sela,_Chasta_Costa,1,0,0,1,0,30,0,32
Okruzi_Alabame,1,0,0,1,46,76,0,124
Slike_pod_poštenom_upotrebom_korištene_uz_dozvolu,1,0,0,1,0,194,0,196
Hidroelektrane_u_Iranu,4,0,0,4,10,43,0,61
Hrvatski_hokejaši_na_travi,8,0,0,8,0,59,0,75
Rimokatolička_Crkva_u_Francuskoj,4,0,0,4,0,53,2,63
Rimokatolička_Crkva_u_Češkoj,8,0,0,8,0,39,1,56
Japanski_skijaši_skakači,1,0,0,1,24,207,0,233
Burgundske_kraljice,10,0,0,10,6,36,0,62
Planinski_prijevoji_u_Bosni_i_Hercegovini,19,0,0,19,1,597,2,638
Turski_košarkaški_treneri,9,0,0,9,9,56,1,84
Rat_u_Gorskom_Karabahu,5,0,0,5,18,115,4,147
Predsjednici_Slovačke_vlade,4,0,0,4,0,32,0,40
Indijanska_sela,_Maine,1,0,0,1,0,27,0,29
Srpski_filmovi_2010-ih,21,0,0,21,0,106,1,149
Organofosforni_spojevi,6,0,0,6,34,60,0,106
Vanjska_politika_Japana,2,0,0,2,46,58,1,109
Zračne_luke_u_Poljskoj,2,0,0,2,44,93,0,141
Katolički_aktivisti,16,0,0,16,9,61,1,103
Kantoni_Kostarike,_San_Jose,4,0,0,4,0,26,0,34
Hrvatska_pravoslavna_crkva,7,0,0,7,1,57,1,73
Arrondissementi_Haitija,4,0,0,4,0,34,0,42
Čileanski_povjesničari,9,0,0,9,13,43,1,75
Zračne_luke_u_Turskoj,4,0,0,4,51,191,1,251
Zračne_luke_u_Kostariki,2,0,0,2,24,39,0,67
Vladari_Tahitija,4,0,0,4,6,37,0,51
Izbori_za_Hrvatsko-slavonsko-dalmatinski_sabor,12,0,0,12,0,45,0,69
Zračne_luke_u_Italiji,1,0,0,1,49,136,1,188
Gospodarstvo_Malte,6,0,0,6,39,79,0,130
Kineski_kraljevi,64,0,0,64,10,80,0,218
Skladbe_Natea_Dogga,1,0,0,1,7,48,0,57
Jezera_u_Poljskoj,2,0,0,2,42,197,1,244
Fujiwara,22,0,0,22,19,65,0,128
Životopisi,_Gračac,2,0,0,2,2,43,1,50
Dactyloscopidae,1,0,0,1,8,35,0,45
Poljski_skakači_u_vis,3,0,0,3,17,58,0,81
Katedrale_u_Poljskoj,3,0,0,3,22,48,0,76
Cyttidae,2,0,0,2,6,45,0,55
Poeciliidae,8,0,0,8,37,86,1,140
Kuvajtski_športaši,5,0,0,5,26,43,0,79
Športski_savez_Herceg-Bosne,12,0,0,12,0,32,5,61
Embiotocidae,1,0,0,1,0,26,0,28
Muljarice,4,0,0,4,0,34,0,42
Ateleopodiformes,1,0,0,1,0,40,0,42
Trbopilke,2,0,0,2,0,51,0,55
Žabovke,4,0,0,4,0,32,0,40
Abalistes,4,0,0,4,0,26,0,34
Dvodihalice,2,0,0,2,0,41,1,46
Ephippidae,2,0,0,2,14,47,0,65
Ambassidae,1,0,0,1,16,50,0,68
Abbottina,6,0,0,6,10,44,0,66
Tetrarogidae,5,0,0,5,0,28,0,38
Antocerote,9,0,0,9,0,64,0,82
Abyssocottidae,10,0,0,10,0,25,0,45
Polypteriformes,1,0,0,1,23,45,0,70
Veslokljunke,1,0,0,1,19,38,0,59
Balitoridae,3,0,0,3,28,42,0,76
Zmijke,2,0,0,2,0,48,0,52
Murinke,8,0,0,8,0,49,0,65
Strmorinci,2,0,0,2,0,35,0,39
Sjekirice,3,0,0,3,0,38,0,44
Francuski_kartografi,10,0,0,10,31,63,1,115
Opisthoproctidae,2,0,0,2,13,63,0,80
Školske_sestre_franjevke_Krista_Kralja,15,0,0,15,0,44,0,74
Caesionidae,1,0,0,1,14,37,0,53
Pseudomugilidae,2,0,0,2,12,35,0,51
Mormyridae,2,0,0,2,21,51,0,76
Cobitidae,1,0,0,1,35,46,0,83
Haemulidae,1,0,0,1,22,43,0,67
Britanski_kartografi,17,0,0,17,29,51,1,115
Sleđevi,1,0,0,1,0,35,0,37
Borilišta_OI_2016.,13,0,0,13,37,39,0,102
Machilidae,1,0,0,1,6,45,0,53
Garanjin,4,0,0,4,0,42,1,51
Austrijski_rukometaši,21,0,0,21,20,65,1,128
Hrvatski_ženski_rukometni_klubovi_u_Bosni_i_Hercegovini,11,0,0,11,0,37,0,59
Brđanka,2,0,0,2,0,43,1,48
Pachycephalosauria,6,0,0,6,27,59,0,98
Pipe,15,0,0,15,0,47,1,78
Oružništvo_(NDH),2,0,0,2,0,49,6,59
Hrvatska_rukometna_natjecanja_-_sezona_1992./93.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_1996./97.,3,0,0,3,0,0,0,6
Hrvatska_rukometna_natjecanja_-_sezona_1997./98.,4,0,0,4,0,0,0,8
Hrvatska_rukometna_natjecanja_-_sezona_2002./03.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_2003./04.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_1991./92.,5,0,0,5,0,0,1,11
Hrvatska_rukometna_natjecanja_-_sezona_1993./94.,4,0,0,4,0,0,0,8
Hrvatska_rukometna_natjecanja_-_sezona_1994./95.,5,0,0,5,0,0,0,10
Hrvatska_rukometna_natjecanja_-_sezona_1995./96.,5,0,0,5,0,0,0,10
Hrvatska_rukometna_natjecanja_-_sezona_1998./99.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_1999./2000.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_2000./01.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_2001./02.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_2004./05.,5,0,0,5,0,0,0,10
Hrvatska_rukometna_natjecanja_-_sezona_2007./08.,4,0,0,4,0,0,0,8
Hrvatska_rukometna_natjecanja_-_sezona_2008./09.,7,0,0,7,0,0,0,14
Hrvatska_rukometna_natjecanja_-_sezona_2009./10.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_2010./11.,6,0,0,6,0,0,0,12
Hrvatska_rukometna_natjecanja_-_sezona_2011./12.,7,0,0,7,0,0,0,14
Hrvatska_rukometna_natjecanja_-_sezona_2005./06.,4,0,0,4,0,0,0,8
Općine_u_Rumunjskoj,21,0,0,21,28,59,0,129
Vachellia,5,0,0,5,0,8,0,18
Dinastija_Pili,15,0,0,15,2,57,1,90
Prva_hrvatska_rukometna_liga_(2008.-),9,0,0,9,0,28,1,47
Prva_B_hrvatska_rukometna_liga_(1991-2001),10,0,0,10,0,26,0,46
Druga_hrvatska_rukometna_liga,20,0,0,20,0,25,1,66
Treća_hrvatska_rukometna_liga,13,0,0,13,0,42,0,68
Malesherbioideae,5,0,0,5,0,43,0,53
Samostani_u_Splitu,2,0,0,2,0,59,2,65
Cypripedioideae,3,0,0,3,0,40,0,46
Građevine_u_Tuzli,21,0,0,21,2,65,2,111
Prvenstvo_Jugoslavije_u_košarci,26,0,0,26,4,124,1,181
Cetomimiformes,1,0,0,1,18,59,0,79
Aktivisti_ETA-e,7,0,0,7,11,50,0,75
Heveška_županija,4,0,0,4,24,33,0,65
Kusokrilci,3,0,0,3,0,39,0,45
Vanuatske_pokrajine,7,0,0,7,26,69,1,110
Albanska_književnost,8,0,0,8,32,97,1,146
Šport_u_Vanuatuu,5,0,0,5,30,55,0,95
Naselja_u_Vanuatuu,4,0,0,4,16,42,0,66
Slovenske_serije,1,0,0,1,6,97,0,105
Šibensko_plemstvo,1,0,0,1,0,57,0,59
Građevine_u_Pazinu,5,0,0,5,0,27,1,38
Zrikavci,5,0,0,5,25,75,6,116
Pokrajine_Saudijske_Arabije,10,0,0,10,40,216,0,276
Chlamydomonadales,38,0,0,38,0,46,0,122
Codiaceae,16,0,0,16,0,33,0,65
Rukometni_klubovi_u_Varaždinskoj_županiji,6,0,0,6,0,80,0,92
Conjugatophyceae,12,0,0,12,0,43,0,67
Charophyceae,12,0,0,12,0,26,0,50
Sphaeropleales,20,0,0,20,1,55,0,96
Inuleae,12,0,0,12,0,41,1,66
Stenopelmatoidea,1,0,0,1,7,53,0,62
Basananthe,38,0,0,38,0,38,0,114
Chlorellaceae,5,0,0,5,4,41,2,57
Brezuljevke,6,0,0,6,33,54,0,99
Ulvales,6,0,0,6,4,44,0,60
Hrvatski_pjevači_iz_Vojvodine,7,0,0,7,0,234,2,250
Nuklearne_elektrane_u_Njemačkoj,10,0,0,10,19,1054,1,1094
Nogomet_na_Mediteranskim_igrama,9,0,0,9,8,41,1,68
Hrvatski_ženski_košarkaški_klubovi,13,0,0,13,4,167,0,197
Samsung_Galaxy,8,0,0,8,13,101,2,132
Broćika,4,0,0,4,0,46,1,55
Rhodomelaceae,6,0,0,6,0,29,0,41
Jednakonošci,10,0,0,10,0,42,1,63
Kuvajtski_otoci,5,0,0,5,23,59,0,92
Bangiaceae,4,0,0,4,0,30,0,38
Australski_povjesničari,2,0,0,2,27,0,2,33
Hildenbrandiophycidae,3,0,0,3,0,39,0,45
Nintendo_3DS_videoigre,8,0,0,8,35,55,2,108
Videoigre_iz_2011.,3,0,0,3,57,68,0,131
Cantharellales,3,0,0,3,0,17,1,24
Pečurke,2,0,0,2,0,37,1,42
Videoigre_iz_2012.,6,0,0,6,56,72,2,142
Vratić,5,0,0,5,0,49,1,60
Persicaria,6,0,0,6,10,78,0,100
Aa,28,0,0,28,11,58,0,125
Vulkanski_krateri,2,0,0,2,22,90,0,116
Tušnjovke,2,0,0,2,42,72,0,118
Strupnikovke,10,0,0,10,56,96,1,173
Ceceljevke,4,0,0,4,0,42,2,52
Prvenstvo_Hrvatske_u_nogometu_za_juniore,1,0,0,1,0,32,0,34
Prvenstvo_Hrvatske_u_nogometu_za_kadete,1,0,0,1,0,31,0,33
Nacionalni_parkovi_u_Rusiji,5,0,0,5,37,77,0,124
Rogozovke,4,0,0,4,0,37,1,46
Turica,5,0,0,5,0,19,0,29
Muzeji_u_Kölnu,6,0,0,6,16,63,1,92
Norveška_književnost,5,0,0,5,0,46,1,57
Uvjetno_jestive_gljive,1,0,0,1,0,80,0,82
Marasmiaceae,2,0,0,2,30,26,2,62
Polyporales,4,0,0,4,0,31,1,40
Thelephorales,1,0,0,1,0,39,1,42
Nigerske_regije,7,0,0,7,26,62,0,102
Košarka_na_Mediteranskim_igrama,9,0,0,9,10,36,1,65
Sirištarke,10,0,0,10,53,66,1,140
Tetrigidae,1,0,0,1,12,44,0,58
Šport_u_Nigeru,6,0,0,6,32,56,1,101
Nuklearne_elektrane_u_Francuskoj,5,0,0,5,23,416,1,450
Rosopas,4,0,0,4,0,42,0,50
Močvarne_antilope,2,0,0,2,16,48,0,68
Crnjika,3,0,0,3,0,36,6,48
Sezone_Juventusa_F.C.,2,0,0,2,12,31,0,47
Dvornik,4,0,0,4,16,81,0,105
Ajugoideae,8,0,0,8,0,60,1,77
Katoličanstvo_u_Paragvaju,4,0,0,4,13,36,0,57
Dead_Kennedys,3,0,0,3,7,26,0,39
Planine_u_Maliju,1,0,0,1,16,93,0,111
Mačevanje_na_Olimpijskim_igrama,7,0,0,7,36,58,1,109
Gospin_plašt,4,0,0,4,15,43,0,66
Šapika,3,0,0,3,0,25,0,31
Superkiseline,2,0,0,2,0,37,4,45
Xenacoelomorpha,3,0,0,3,12,33,0,51
Armenske_pokrajine,10,0,0,10,51,64,0,135
Liparidae,1,0,0,1,0,19,0,21
Dvorepci_(unutarčeljusnici),2,0,0,2,0,35,0,39
Europska_prvenstva_u_nogometu_za_žene,5,0,0,5,26,58,0,94
Svjetska_baština_na_Kubi,10,0,0,10,45,77,0,142
Mitostemma,4,0,0,4,0,24,0,32
Ankylosauridae,6,0,0,6,16,52,0,80
Nodosauridae,8,0,0,8,15,54,0,85
Hrvatska_nogometna_natjecanja_-_sezona_2012./13.,15,0,0,15,0,0,1,31
Europska_prvenstva_u_rukometu_na_pijesku,8,0,0,8,3,36,2,57
Eurotiomycetes,1,0,0,1,0,49,0,51
Vuge,2,0,0,2,0,38,5,47
Pastafarizam,4,0,0,4,4,111,0,123
Autoceste_u_Njemačkoj,2,0,0,2,0,122,1,127
Krajobrazni_arhitekti,3,0,0,3,0,48,1,55
Hrvatska_na_Paraolimpijskim_igrama,15,0,0,15,10,39,0,79
Ruski_košarkaški_treneri,3,0,0,3,18,82,0,106
Poremećaji_metabolizma_lipida,11,0,0,11,9,123,3,157
Apolipoproteini,9,0,0,9,12,70,0,100
Mostovi_u_Rusiji,5,0,0,5,41,89,0,140
Gnuovi,2,0,0,2,9,88,0,101
Armenski_povjesničari,1,0,0,1,25,0,1,28
Nadzor_inačica,12,0,0,12,10,108,1,143
Rijeke_u_Sijera_Leoneu,2,0,0,2,17,52,0,73
Aka,4,0,0,4,0,31,0,39
Kup_Kraljevine_Jugoslavije_(SHS),10,0,0,10,0,64,1,85
Natanz,6,0,0,6,2,27,0,41
Pokrajine_Argentine,5,0,0,5,77,85,0,172
Ose_pilarice,1,0,0,1,0,63,0,65
Ponornice_i_ponori,2,0,0,2,0,123,0,127
Rimokatolička_Crkva_na_Kosovu,4,0,0,4,0,32,2,42
Rimokatolička_Crkva_u_Sjevernoj_Makedoniji,1,0,0,1,0,16,2,20
Bugarske_princeze,17,0,0,17,12,103,1,150
Rijeke_u_Togu,2,0,0,2,24,68,0,96
Otoci_Salomonskih_Otoka,6,0,0,6,35,110,0,157
Nizozemski_košarkaši,6,0,0,6,26,56,1,95
Njemački_košarkaški_treneri,1,0,0,1,14,43,0,59
Zimsko_vaterpolsko_prvenstvo_Jugoslavije,8,0,0,8,0,23,0,39
Prvenstvo_Jugoslavije_u_vaterpolu_(1945.-1991.),40,0,0,40,0,79,0,159
Trifolieae,4,0,0,4,0,9,0,17
Prvenstvo_Splitskog_nogometnog_podsaveza_(1946.-1959.),1,0,0,1,0,51,0,53
Francuski_košarkaški_treneri,1,0,0,1,12,53,0,67
Kosovski_košarkaški_klubovi,2,0,0,2,11,44,0,59
Slike_iz_1560-ih,3,0,0,3,11,50,0,67
Godine_22._stoljeća,3,0,0,3,0,49,0,55
Nacionalna_galerija_umjetnosti,7,0,0,7,14,64,1,93
Mediji_u_Tuzli,5,0,0,5,0,64,0,74
Detarioideae,6,0,0,6,0,30,4,46
Bosanskohercegovačke_endemske_vrste,3,0,0,3,3,62,0,71
Francuski_tenkovi_u_Prvom_svjetskom_ratu,2,0,0,2,0,69,0,73
Građevine_u_Dominikanskoj_Republici,4,0,0,4,16,42,0,66
Prvenstvo_Jugoslavije_u_velikom_rukometu_za_muškarce,12,0,0,12,0,36,0,60
Prvenstvo_Jugoslavije_u_velikom_rukometu_za_žene,1,0,0,1,0,34,0,36
Etničke_grupe_Francuske_Gijane,1,0,0,1,0,30,0,32
Nematerijalna_svjetska_baština_u_Aziji,8,0,0,8,3,51,2,72
Dopisni_šah,6,0,0,6,13,64,0,89
Talijanski_povjesničari,6,0,0,6,63,0,0,75
Kosovski_nogometni_treneri,19,0,0,19,8,56,1,103
Vandeae,5,0,0,5,0,11,0,21
Ruj,4,0,0,4,0,29,1,38
Jezera_u_Dominikanskoj_Republici,1,0,0,1,15,83,0,100
Popisi_poznatih_Hrvata_izvan_Hrvatske,2,0,0,2,0,75,4,83
Krasnici,6,0,0,6,0,64,0,76
Rijeke_u_Australiji,7,0,0,7,67,420,0,501
Rijeke_u_Kirgistanu,4,0,0,4,47,86,0,141
Kirgiski_okruzi,8,0,0,8,46,72,0,134
Razarači_klase_Arleigh_Burke,1,0,0,1,0,99,2,103
Španjolski_košarkaški_treneri,2,0,0,2,24,59,0,87
Brazilska_sveučilišta,8,0,0,8,0,33,0,49
Rovci,2,0,0,2,20,86,1,111
Muhe_gusjeničarke,1,0,0,1,16,50,0,68
Gradovi_u_Valle_d\,2,0,0,2,0,0,3,7
Rijeke_u_Maroku,1,0,0,1,36,58,0,96
Njemački_stolnotenisači,4,0,0,4,24,103,0,135
Rumunjski_stolnotenisači,6,0,0,6,24,52,0,88
Švedski_stolnotenisači,4,0,0,4,0,58,0,66
